time,x,y,z
3.681058058751677,-1.9885581321364816,-1.190556062682531,-0.1455715856982387
3.744524577006016,-1.8933627473787906,-1.3034849429708113,-0.19260740616216898
3.8079910952603555,-1.7907462716524563,-1.4082584335161643,-0.2373598766945697
3.8714576135146945,-1.6815472153943885,-1.5044371922171735,-0.279623239164822
3.934924131769034,-1.5666208166892295,-1.5916771140104584,-0.3192017582019595
3.998390650023373,-1.4468265942561793,-1.6697268993148813,-0.3559105093519208
4.0618571682777125,-1.323016979057257,-1.7384240190808264,-0.38957612370306083
4.1253236865320515,-1.1960272171216593,-1.797689362158403,-0.4200374859815661
4.188790204786391,-1.0666666666666655,-1.8475208614068024,-0.44714638330579964
4.25225672304073,-0.93571154767337,-1.8879863908889352,-0.47076810198726293
4.3157232412950695,-0.80389914453912,-1.9192162102793275,-0.4907819699750744
4.3791897595494085,-0.6719234140790764,-1.9413952072158196,-0.5070818427597275
4.442656277803748,-0.5404319128566066,-1.954755156723567,-0.5195765307795672
4.506122796058087,-0.41002392965718254,-1.9595671818033842,-0.52819016660897
4.569589314312426,-0.2812496903232609,-1.9561345632122578,-0.53286251044969
4.6330558325667655,-0.15461049213123595,-1.9447860113263897,-0.5335491926952657
4.696522350821105,-0.03055962213474967,-1.9258694802386451,-0.5302218925917646
4.759988869075444,0.09049608298102903,-1.8997465749086262,-0.5228684522754635
4.823455387329783,0.20819417039465526,-1.866787576842646,-0.5114929257282758
4.886921905584122,0.32221412209638806,-1.8273670926693306,-0.49611556245379584
4.950388423838462,0.43227463463618987,-1.781860313054744,-0.4767727259396954
5.013854942092801,0.5381307252470798,-1.7306398564269496,-0.45351674723479374
5.07732146034714,0.6395707479230076,-1.6740731625769185,-0.4264157142303927
5.14078797860148,0.7364133894158341,-1.6125203949166529,-0.3955531974943701
5.204254496855819,0.828504702319793,-1.5463328065209734,-0.36102791376200005
5.267721015110158,0.9157152207233771,-1.4758515235749703,-0.32295332843849855
5.331187533364497,0.9979371934956516,-1.4014067000410126,-0.2814571987138861
5.394654051618837,1.0750819612075124,-1.323316998837161,-0.2366810591298728
5.458120569873176,1.147077494965764,-1.241889357224563,-0.1887796516702156
5.521587088127515,1.2138661090040557,-1.1574189971310238,-0.1379203026693605
5.585053606381854,1.2754023536392018,-1.07018964454129,-0.08428224904835413
5.648520124636194,1.3316510910528967,-0.9804739256610041,-0.02805591659102069
5.711986642890533,1.3825857531756525,-0.8885339111548777,0.03055784683345575
5.775453161144872,1.4281867786086864,-0.7946217832526229,0.09134858001401841
5.838919679399211,1.4684402239007968,-0.6989806038232806,0.15409705585074923
5.902386197653551,1.5033365434894872,-0.6018451645803861,0.21857616410502795
5.96585271590789,1.5328695321167711,-0.5034429033585704,0.28455182589230194
6.029319234162229,1.557035423449743,-0.4039948728738639,0.35178393623514354
6.092785752416569,1.5758321388945171,-0.30371675053420394,0.4200273308812472
6.156252270670908,1.5892586811209226,-0.20281987970030255,0.48903277349334184
6.219718788925247,1.5973146675553471,-0.1015123343123474,0.5585479592359603
6.283185307179586,1.6,-3.9188697572715305e-16,0.6283185307179584
